-182.911, 78.111, 1.706,  1.765
-182.890, 78.058, 1.711,  1.798
-182.870, 78.004, 1.716,  1.831
-182.850, 77.951, 1.721,  1.864
-182.831, 77.897, 1.727,  1.897
-182.811, 77.842, 1.732,  1.930
-182.792, 77.788, 1.737,  1.963
-182.772, 77.733, 1.743,  1.996
-182.753, 77.678, 1.748,  2.029
-182.734, 77.623, 1.753,  2.062
-182.715, 77.567, 1.759,  2.095
-182.697, 77.512, 1.764,  2.128
-182.678, 77.456, 1.770,  2.161
-182.660, 77.399, 1.775,  2.194
-182.642, 77.343, 1.781,  2.227
-182.624, 77.286, 1.786,  2.260
-182.606, 77.229, 1.792,  2.293
-182.589, 77.172, 1.798,  2.326
-182.571, 77.114, 1.803,  2.359
-182.554, 77.057, 1.809,  2.392
-182.537, 76.998, 1.815,  2.425
-182.520, 76.940, 1.821,  2.458
-182.504, 76.882, 1.826,  2.491
-182.487, 76.823, 1.832,  2.524
-182.471, 76.764, 1.838,  2.557
-182.455, 76.704, 1.844,  2.590
-182.439, 76.645, 1.850,  2.623
-182.423, 76.585, 1.856,  2.656
-182.408, 76.525, 1.862,  2.689
-182.392, 76.464, 1.868,  2.722
-182.377, 76.404, 1.874,  2.755
-182.362, 76.343, 1.880,  2.788
-182.347, 76.282, 1.886,  2.821
-182.333, 76.220, 1.892,  2.854
-182.318, 76.159, 1.898,  2.887
-182.304, 76.097, 1.904,  2.920
-182.290, 76.035, 1.911,  2.953
-182.276, 75.972, 1.917,  2.986
-182.262, 75.909, 1.923,  3.019
-182.249, 75.846, 1.929,  3.052
-182.236, 75.783, 1.936,  3.085
-182.222, 75.720, 1.942,  3.118
-182.209, 75.656, 1.948,  3.151
-182.197, 75.592, 1.955,  3.184
-182.184, 75.528, 1.961,  3.217
-182.172, 75.463, 1.967,  3.250
-182.159, 75.399, 1.974,  3.283
-182.147, 75.334, 1.980,  3.316
-182.135, 75.268, 1.987,  3.349
-182.124, 75.203, 1.993,  3.382
-182.112, 75.137, 2.000,  3.415
-182.101, 75.071, 2.006,  3.448
-182.089, 75.005, 2.013,  3.481
-182.078, 74.939, 2.019,  3.514
-182.067, 74.872, 2.026,  3.547
-182.057, 74.805, 2.033,  3.580
-182.046, 74.738, 2.039,  3.613
-182.036, 74.670, 2.046,  3.646
-182.025, 74.602, 2.053,  3.679
-182.015, 74.534, 2.060,  3.712
-182.005, 74.466, 2.066,  3.745
-181.996, 74.398, 2.073,  3.778
-181.986, 74.329, 2.080,  3.811
-181.977, 74.260, 2.087,  3.844
-181.967, 74.191, 2.094,  3.877
-181.958, 74.121, 2.101,  3.910
-181.949, 74.051, 2.108,  3.943
-181.940, 73.981, 2.115,  3.976
-181.931, 73.911, 2.122,  4.009
-181.923, 73.841, 2.129,  4.042
-181.914, 73.770, 2.136,  4.075
-181.906, 73.699, 2.143,  4.108
-181.898, 73.628, 2.150,  4.141
-181.890, 73.556, 2.157,  4.174
-181.882, 73.484, 2.163,  4.207
-181.874, 73.412, 2.171,  4.240
-181.867, 73.340, 2.178,  4.273
-181.859, 73.268, 2.185,  4.306
-181.852, 73.195, 2.192,  4.339
-181.845, 73.122, 2.200,  4.372
-181.838, 73.049, 2.207,  4.405
-181.831, 72.975, 2.214,  4.438
-181.824, 72.901, 2.221,  4.471
-181.817, 72.827, 2.229,  4.504
-181.811, 72.753, 2.236,  4.537
-181.804, 72.679, 2.243,  4.570
-181.798, 72.604, 2.250,  4.603
-181.792, 72.529, 2.258,  4.636
-181.786, 72.453, 2.265,  4.669
-181.780, 72.378, 2.273,  4.702
-181.774, 72.302, 2.280,  4.735
-181.768, 72.226, 2.288,  4.768
-181.762, 72.150, 2.295,  4.801
-181.757, 72.073, 2.303,  4.834
-181.751, 71.996, 2.310,  4.867
-181.746, 71.919, 2.318,  4.900
-181.741, 71.842, 2.326,  4.933
-181.736, 71.764, 2.333,  4.966
-181.731, 71.686, 2.341,  4.999
-181.726, 71.608, 2.349,  5.032
-181.721, 71.530, 2.356,  5.065
-181.716, 71.451, 2.364,  5.098
-181.712, 71.372, 2.372,  5.131
-181.707, 71.293, 2.379,  5.164
-181.703, 71.214, 2.387,  5.197
-181.698, 71.134, 2.395,  5.230
-181.694, 71.054, 2.403,  5.263
-181.690, 70.974, 2.411,  5.296
-181.686, 70.893, 2.419,  5.329
-181.682, 70.813, 2.427,  5.362
-181.678, 70.732, 2.435,  5.395
-181.674, 70.650, 2.443,  5.428
-181.670, 70.569, 2.451,  5.461
-181.666, 70.487, 2.459,  5.494
-181.663, 70.405, 2.467,  5.527
-181.659, 70.322, 2.475,  5.560
-181.656, 70.240, 2.483,  5.593
-181.652, 70.157, 2.491,  5.626
-181.649, 70.074, 2.499,  5.659
-181.646, 69.990, 2.508,  5.692
-181.642, 69.906, 2.516,  5.725
-181.639, 69.822, 2.524,  5.758
-181.636, 69.738, 2.533,  5.791
-181.633, 69.653, 2.541,  5.824
-181.630, 69.568, 2.549,  5.857
-181.628, 69.483, 2.557,  5.890
-181.625, 69.398, 2.566,  5.923
-181.622, 69.312, 2.574,  5.956
-181.619, 69.226, 2.582,  5.989
-181.617, 69.140, 2.591,  6.022
-181.614, 69.053, 2.600,  6.055
-181.612, 68.966, 2.608,  6.088
-181.609, 68.879, 2.617,  6.121
-181.607, 68.792, 2.625,  6.154
-181.604, 68.704, 2.634,  6.187
-181.602, 68.616, 2.643,  6.220
-181.600, 68.528, 2.651,  6.253
-181.598, 68.439, 2.660,  6.286
-181.596, 68.350, 2.669,  6.319
-181.594, 68.261, 2.677,  6.352
-181.592, 68.172, 2.686,  6.385
-181.590, 68.082, 2.695,  6.418
-181.588, 67.992, 2.704,  6.451
-181.586, 67.902, 2.713,  6.484
-181.584, 67.811, 2.722,  6.517
-181.582, 67.720, 2.731,  6.550
-181.580, 67.629, 2.740,  6.583
-181.579, 67.537, 2.749,  6.616
-181.577, 67.445, 2.758,  6.649
-181.575, 67.353, 2.767,  6.682
-181.574, 67.261, 2.776,  6.715
-181.572, 67.168, 2.786,  6.748
-181.571, 67.075, 2.795,  6.781
-181.569, 66.981, 2.804,  6.814
-181.568, 66.888, 2.813,  6.847
-181.566, 66.794, 2.822,  6.880
-181.565, 66.699, 2.832,  6.913
-181.563, 66.605, 2.841,  6.946
-181.562, 66.510, 2.850,  6.979
-181.561, 66.415, 2.860,  7.012
-181.560, 66.319, 2.869,  7.045
-181.558, 66.223, 2.879,  7.078
-181.557, 66.127, 2.888,  7.111
-181.556, 66.030, 2.898,  7.144
-181.555, 65.934, 2.907,  7.177
-181.554, 65.837, 2.917,  7.210
-181.553, 65.739, 2.926,  7.243
-181.552, 65.641, 2.936,  7.276
-181.551, 65.543, 2.946,  7.309
-181.549, 65.445, 2.956,  7.342
-181.548, 65.346, 2.965,  7.375
-181.548, 65.247, 2.975,  7.408
-181.547, 65.147, 2.985,  7.441
-181.546, 65.048, 2.995,  7.474
-181.545, 64.948, 3.004,  7.507
-181.544, 64.847, 3.014,  7.540
-181.543, 64.747, 3.024,  7.573
-181.542, 64.645, 3.034,  7.606
-181.541, 64.544, 3.044,  7.639
-181.541, 64.442, 3.055,  7.672
-181.540, 64.340, 3.065,  7.705
-181.539, 64.238, 3.075,  7.738
-181.538, 64.135, 3.085,  7.771
-181.538, 64.032, 3.095,  7.804
-181.537, 63.929, 3.105,  7.837
-181.536, 63.825, 3.116,  7.870
-181.536, 63.721, 3.126,  7.903
-181.535, 63.616, 3.136,  7.936
-181.534, 63.511, 3.147,  7.969
-181.534, 63.406, 3.157,  8.002
-181.533, 63.301, 3.167,  8.035
-181.533, 63.195, 3.178,  8.068
-181.532, 63.089, 3.188,  8.101
-181.531, 62.982, 3.199,  8.134
-181.531, 62.875, 3.209,  8.167
-181.530, 62.768, 3.220,  8.200
-181.530, 62.660, 3.231,  8.233
-181.529, 62.552, 3.241,  8.266
-181.529, 62.444, 3.252,  8.299
-181.528, 62.336, 3.263,  8.332
-181.528, 62.226, 3.274,  8.365
-181.527, 62.117, 3.285,  8.398
-181.527, 62.007, 3.296,  8.431
-181.527, 61.897, 3.306,  8.464
-181.526, 61.787, 3.317,  8.497
-181.526, 61.676, 3.328,  8.530
-181.525, 61.565, 3.339,  8.563
-181.525, 61.453, 3.350,  8.596
-181.524, 61.341, 3.362,  8.629
-181.524, 61.229, 3.373,  8.662
-181.524, 61.116, 3.384,  8.695
-181.523, 61.003, 3.395,  8.728
-181.523, 60.890, 3.406,  8.761
-181.523, 60.776, 3.417,  8.794
-181.522, 60.661, 3.429,  8.827
-181.522, 60.547, 3.440,  8.860
-181.522, 60.432, 3.452,  8.893
-181.521, 60.317, 3.463,  8.926
-181.521, 60.201, 3.475,  8.959
-181.521, 60.085, 3.486,  8.992
-181.520, 59.968, 3.498,  9.025
-181.520, 59.851, 3.509,  9.058
-181.520, 59.734, 3.521,  9.091
-181.520, 59.616, 3.532,  9.124
-181.519, 59.498, 3.544,  9.157
-181.519, 59.380, 3.556,  9.190
-181.519, 59.261, 3.567,  9.223
-181.518, 59.142, 3.579,  9.256
-181.518, 59.022, 3.591,  9.289
-181.518, 58.902, 3.603,  9.322
-181.518, 58.782, 3.615,  9.355
-181.517, 58.661, 3.627,  9.388
-181.517, 58.540, 3.639,  9.421
-181.517, 58.418, 3.651,  9.454
-181.517, 58.296, 3.663,  9.487
-181.517, 58.174, 3.675,  9.520
-181.516, 58.051, 3.687,  9.553
-181.516, 57.928, 3.700,  9.586
-181.516, 57.804, 3.712,  9.619
-181.516, 57.680, 3.724,  9.652
-181.515, 57.556, 3.737,  9.685
-181.515, 57.431, 3.749,  9.718
-181.515, 57.306, 3.762,  9.751
-181.515, 57.180, 3.774,  9.784
-181.515, 57.054, 3.787,  9.817
-181.515, 56.927, 3.799,  9.850
-181.514, 56.800, 3.812,  9.883
-181.514, 56.673, 3.824,  9.916
-181.514, 56.545, 3.837,  9.949
-181.514, 56.417, 3.850,  9.982
-181.514, 56.288, 3.862, 10.015
-181.513, 56.159, 3.875, 10.048
-181.513, 56.030, 3.888, 10.081
-181.513, 55.900, 3.901, 10.114
-181.513, 55.769, 3.913, 10.147
-181.513, 55.639, 3.926, 10.180
-181.512, 55.507, 3.939, 10.213
-181.512, 55.376, 3.952, 10.246
-181.512, 55.244, 3.965, 10.279
-181.512, 55.111, 3.978, 10.312
-181.512, 54.978, 3.991, 10.345
-181.512, 54.845, 4.004, 10.378
-181.512, 54.711, 4.017, 10.411
-181.511, 54.577, 4.030, 10.444
-181.511, 54.442, 4.044, 10.477
-181.511, 54.307, 4.057, 10.510
-181.511, 54.172, 4.070, 10.543
-181.511, 54.036, 4.083, 10.576
-181.511, 53.899, 4.097, 10.609
-181.510, 53.762, 4.110, 10.642
-181.510, 53.625, 4.124, 10.675
-181.510, 53.487, 4.137, 10.708
-181.510, 53.349, 4.150, 10.741
-181.510, 53.210, 4.164, 10.774
-181.510, 53.071, 4.178, 10.807
-181.510, 52.931, 4.191, 10.840
-181.509, 52.791, 4.205, 10.873
-181.509, 52.651, 4.219, 10.906
-181.509, 52.510, 4.233, 10.939
-181.509, 52.368, 4.247, 10.972
-181.509, 52.226, 4.261, 11.005
-181.509, 52.084, 4.274, 11.038
-181.508, 51.941, 4.288, 11.071
-181.508, 51.798, 4.303, 11.104
-181.508, 51.654, 4.317, 11.137
-181.508, 51.510, 4.331, 11.170
-181.508, 51.365, 4.345, 11.203
-181.508, 51.220, 4.359, 11.236
-181.507, 51.074, 4.374, 11.269
-181.507, 50.928, 4.388, 11.302
-181.507, 50.782, 4.402, 11.335
-181.507, 50.634, 4.417, 11.368
-181.507, 50.487, 4.431, 11.401
-181.507, 50.339, 4.446, 11.434
-181.507, 50.190, 4.460, 11.467
-181.506, 50.041, 4.475, 11.500
-181.506, 49.892, 4.490, 11.533
-181.506, 49.742, 4.505, 11.566
-181.506, 49.591, 4.520, 11.599
-181.506, 49.440, 4.534, 11.632
-181.506, 49.289, 4.549, 11.665
-181.505, 49.137, 4.564, 11.698
-181.505, 48.984, 4.579, 11.731
-181.505, 48.831, 4.594, 11.764
-181.505, 48.677, 4.609, 11.797
-181.505, 48.523, 4.624, 11.830
-181.505, 48.369, 4.639, 11.863
-181.505, 48.214, 4.654, 11.896
-181.504, 48.058, 4.669, 11.929
-181.504, 47.902, 4.685, 11.962
-181.504, 47.746, 4.700, 11.995
-181.504, 47.589, 4.716, 12.028
-181.504, 47.431, 4.731, 12.061
-181.504, 47.273, 4.747, 12.094
-181.503, 47.114, 4.762, 12.127
-181.503, 46.955, 4.778, 12.160
-181.503, 46.796, 4.794, 12.193
-181.503, 46.635, 4.809, 12.226
-181.503, 46.475, 4.825, 12.259
-181.502, 46.314, 4.841, 12.292
-181.502, 46.152, 4.857, 12.325
-181.502, 45.989, 4.873, 12.358
-181.502, 45.827, 4.889, 12.391
-181.502, 45.663, 4.905, 12.424
-181.501, 45.499, 4.921, 12.457
-181.501, 45.335, 4.937, 12.490
-181.501, 45.170, 4.953, 12.523
-181.501, 45.004, 4.970, 12.556
-181.501, 44.838, 4.986, 12.589
-181.500, 44.672, 5.002, 12.622
-181.500, 44.505, 5.019, 12.655
-181.500, 44.337, 5.035, 12.688
-181.500, 44.169, 5.052, 12.721
-181.500, 44.000, 5.068, 12.754
-181.499, 43.830, 5.085, 12.787
-181.499, 43.661, 5.100, 12.820
-181.499, 43.490, 5.111, 12.853
-181.499, 43.320, 5.109, 12.886
-181.499, 43.150, 5.095, 12.919
-181.498, 42.981, 5.083, 12.952
-181.498, 42.812, 5.079, 12.985
-181.498, 42.642, 5.083, 13.018
-181.498, 42.473, 5.093, 13.051
-181.498, 42.303, 5.111, 13.084
-181.497, 42.132, 5.134, 13.117
-181.497, 41.960, 5.163, 13.150
-181.497, 41.786, 5.196, 13.183
-181.497, 41.612, 5.232, 13.216
-181.496, 41.437, 5.269, 13.249
-181.496, 41.260, 5.306, 13.282
-181.496, 41.082, 5.341, 13.315
-181.496, 40.903, 5.374, 13.348
-181.495, 40.723, 5.404, 13.381
-181.495, 40.542, 5.430, 13.414
-181.495, 40.360, 5.453, 13.447
-181.495, 40.178, 5.473, 13.480
-181.494, 39.995, 5.490, 13.513
-181.494, 39.812, 5.505, 13.546
-181.494, 39.628, 5.518, 13.579
-181.494, 39.444, 5.531, 13.612
-181.493, 39.259, 5.543, 13.645
-181.493, 39.074, 5.556, 13.678
-181.493, 38.889, 5.569, 13.711
-181.493, 38.703, 5.583, 13.744
-181.492, 38.517, 5.597, 13.777
-181.492, 38.330, 5.613, 13.810
-181.492, 38.142, 5.630, 13.843
-181.492, 37.954, 5.648, 13.876
-181.491, 37.765, 5.667, 13.909
-181.491, 37.576, 5.687, 13.942
-181.491, 37.385, 5.708, 13.975
-181.490, 37.195, 5.728, 14.008
-181.490, 37.003, 5.749, 14.041
-181.490, 36.811, 5.770, 14.074
-181.490, 36.618, 5.792, 14.107
-181.489, 36.424, 5.813, 14.140
-181.489, 36.230, 5.833, 14.173
-181.489, 36.035, 5.854, 14.206
-181.488, 35.839, 5.874, 14.239
-181.488, 35.643, 5.894, 14.272
-181.488, 35.446, 5.913, 14.305
-181.488, 35.248, 5.933, 14.338
-181.487, 35.050, 5.952, 14.371
-181.487, 34.851, 5.971, 14.404
-181.487, 34.651, 5.991, 14.437
-181.486, 34.451, 6.010, 14.470
-181.486, 34.250, 6.029, 14.503
-181.486, 34.049, 6.049, 14.536
-181.485, 33.847, 6.068, 14.569
-181.485, 33.644, 6.088, 14.602
-181.485, 33.440, 6.108, 14.635
-181.484, 33.236, 6.129, 14.668
-181.484, 33.031, 6.149, 14.701
-181.484, 32.826, 6.170, 14.734
-181.483, 32.619, 6.190, 14.767
-181.483, 32.412, 6.211, 14.800
-181.483, 32.205, 6.232, 14.833
-181.482, 31.996, 6.253, 14.866
-181.482, 31.787, 6.274, 14.899
-181.482, 31.578, 6.295, 14.932
-181.481, 31.367, 6.316, 14.965
-181.481, 31.156, 6.337, 14.998
-181.480, 30.944, 6.358, 15.031
-181.480, 30.732, 6.379, 15.064
-181.480, 30.519, 6.400, 15.097
-181.479, 30.305, 6.421, 15.130
-181.479, 30.090, 6.443, 15.163
-181.478, 29.875, 6.464, 15.196
-181.478, 29.659, 6.486, 15.229
-181.478, 29.442, 6.507, 15.262
-181.477, 29.224, 6.529, 15.295
-181.477, 29.006, 6.551, 15.328
-181.476, 28.787, 6.572, 15.361
-181.476, 28.567, 6.594, 15.394
-181.476, 28.347, 6.616, 15.427
-181.475, 28.126, 6.638, 15.460
-181.475, 27.904, 6.660, 15.493
-181.474, 27.681, 6.682, 15.526
-181.474, 27.458, 6.705, 15.559
-181.473, 27.234, 6.727, 15.592
-181.473, 27.009, 6.749, 15.625
-181.473, 26.783, 6.772, 15.658
-181.472, 26.557, 6.794, 15.691
-181.472, 26.330, 6.816, 15.724
-181.471, 26.102, 6.838, 15.757
-181.471, 25.874, 6.860, 15.790
-181.470, 25.644, 6.882, 15.823
-181.470, 25.414, 6.905, 15.856
-181.469, 25.183, 6.927, 15.889
-181.469, 24.952, 6.950, 15.922
-181.468, 24.720, 6.972, 15.955
-181.468, 24.487, 6.995, 15.988
-181.467, 24.253, 7.018, 16.021
-181.467, 24.018, 7.041, 16.054
-181.467, 23.783, 7.064, 16.087
-181.466, 23.547, 7.088, 16.120
-181.465, 23.310, 7.111, 16.153
-181.465, 23.072, 7.135, 16.186
-181.464, 22.834, 7.158, 16.219
-181.464, 22.594, 7.182, 16.252
-181.463, 22.354, 7.206, 16.285
-181.463, 22.114, 7.230, 16.318
-181.462, 21.872, 7.254, 16.351
-181.462, 21.629, 7.278, 16.384
-181.461, 21.386, 7.302, 16.417
-181.461, 21.142, 7.326, 16.450
-181.460, 20.897, 7.350, 16.483
-181.460, 20.652, 7.374, 16.516
-181.459, 20.405, 7.398, 16.549
-181.459, 20.158, 7.423, 16.582
-181.458, 19.910, 7.447, 16.615
-181.457, 19.661, 7.471, 16.648
-181.457, 19.411, 7.496, 16.681
-181.456, 19.161, 7.520, 16.714
-181.456, 18.910, 7.545, 16.747
-181.455, 18.658, 7.569, 16.780
-181.454, 18.405, 7.594, 16.813
-181.454, 18.151, 7.619, 16.846
-181.453, 17.896, 7.644, 16.879
-181.453, 17.641, 7.668, 16.912
-181.452, 17.385, 7.693, 16.945
-181.451, 17.127, 7.718, 16.978
-181.451, 16.870, 7.743, 17.011
-181.450, 16.611, 7.769, 17.044
-181.449, 16.351, 7.794, 17.077
-181.449, 16.091, 7.819, 17.110
-181.448, 15.829, 7.845, 17.143
-181.447, 15.567, 7.871, 17.176
-181.447, 15.304, 7.896, 17.209
-181.446, 15.040, 7.922, 17.242
-181.446, 14.776, 7.948, 17.275
-181.445, 14.510, 7.975, 17.308
-181.444, 14.244, 8.001, 17.341
-181.443, 13.976, 8.027, 17.374
-181.443, 13.708, 8.054, 17.407
-181.442, 13.439, 8.080, 17.440
-181.441, 13.169, 8.107, 17.473
-181.441, 12.898, 8.133, 17.506
-181.440, 12.626, 8.160, 17.539
-181.439, 12.353, 8.187, 17.572
-181.438, 12.080, 8.214, 17.605
-181.438, 11.805, 8.241, 17.638
-181.437, 11.530, 8.268, 17.671
-181.436, 11.254, 8.295, 17.704
-181.435, 10.976, 8.323, 17.737
-181.435, 10.698, 8.350, 17.770
-181.434, 10.419, 8.377, 17.803
-181.433, 10.139, 8.405, 17.836
-181.432, 9.859, 8.432, 17.869
-181.432, 9.577, 8.460, 17.902
-181.431, 9.294, 8.488, 17.935
-181.430, 9.010, 8.516, 17.968
-181.429, 8.726, 8.544, 18.001
-181.428, 8.440, 8.572, 18.034
-181.428, 8.154, 8.600, 18.067
-181.427, 7.867, 8.628, 18.100
-181.426, 7.578, 8.657, 18.133
-181.425, 7.289, 8.685, 18.166
-181.424, 6.999, 8.713, 18.199
-181.423, 6.708, 8.742, 18.232
-181.423, 6.415, 8.771, 18.265
-181.422, 6.122, 8.800, 18.298
-181.421, 5.828, 8.828, 18.331
-181.420, 5.533, 8.858, 18.364
-181.419, 5.237, 8.887, 18.397
-181.418, 4.940, 8.916, 18.430
-181.417, 4.642, 8.945, 18.463
-181.416, 4.343, 8.975, 18.496
-181.415, 4.044, 9.004, 18.529
-181.414, 3.743, 9.034, 18.562
-181.414, 3.441, 9.063, 18.595
-181.413, 3.138, 9.093, 18.628
-181.412, 2.834, 9.123, 18.661
-181.411, 2.529, 9.153, 18.694
-181.410, 2.223, 9.183, 18.727
-181.409, 1.916, 9.213, 18.760
-181.408, 1.609, 9.244, 18.793
-181.407, 1.300, 9.274, 18.826
-181.406, 0.990, 9.304, 18.859
-181.405, 0.679, 9.335, 18.892
-181.404, 0.367, 9.366, 18.925
-181.403, 0.054, 9.396, 18.958
-181.402, -0.260, 9.427, 18.991
-181.401, -0.575, 9.458, 19.024
-181.400, -0.891, 9.489, 19.057
-181.399, -1.208, 9.520, 19.090
-181.398, -1.526, 9.551, 19.123
-181.397, -1.846, 9.583, 19.156
-181.395, -2.166, 9.614, 19.189
-181.394, -2.487, 9.646, 19.222
-181.393, -2.809, 9.677, 19.255
-181.392, -3.133, 9.709, 19.288
-181.391, -3.457, 9.741, 19.321
-181.390, -3.783, 9.773, 19.354
-181.389, -4.109, 9.805, 19.387
-181.388, -4.437, 9.837, 19.420
-181.387, -4.766, 9.869, 19.453
-181.385, -5.095, 9.902, 19.486
-181.384, -5.426, 9.934, 19.519
-181.383, -5.758, 9.967, 19.552
-181.382, -6.091, 9.999, 19.585
-181.381, -6.425, 10.032, 19.618
-181.380, -6.761, 10.065, 19.651
-181.378, -7.097, 10.098, 19.684
-181.377, -7.434, 10.131, 19.717
-181.376, -7.773, 10.164, 19.750
-181.375, -8.113, 10.198, 19.783
-181.373, -8.453, 10.231, 19.816
-181.372, -8.795, 10.265, 19.849
-181.371, -9.138, 10.298, 19.882
-181.370, -9.482, 10.332, 19.915
-181.368, -9.828, 10.366, 19.948
-181.367, -10.174, 10.400, 19.981
-181.366, -10.522, 10.434, 20.014
-181.364, -10.870, 10.468, 20.047
-181.363, -11.220, 10.502, 20.080
-181.362, -11.571, 10.537, 20.113
-181.360, -11.923, 10.571, 20.146
-181.359, -12.276, 10.606, 20.179
-181.358, -12.631, 10.641, 20.212
-181.356, -12.986, 10.675, 20.245
-181.355, -13.343, 10.710, 20.278
-181.354, -13.701, 10.745, 20.311
-181.352, -14.060, 10.780, 20.344
-181.351, -14.420, 10.816, 20.377
-181.349, -14.782, 10.851, 20.410
-181.348, -15.144, 10.887, 20.443
-181.346, -15.508, 10.922, 20.476
-181.345, -15.873, 10.958, 20.509
-181.344, -16.239, 10.994, 20.542
-181.342, -16.607, 11.030, 20.575
-181.341, -16.975, 11.066, 20.608
-181.339, -17.345, 11.102, 20.641
-181.338, -17.716, 11.138, 20.674
-181.336, -18.088, 11.175, 20.707
-181.335, -18.462, 11.211, 20.740
-181.333, -18.836, 11.248, 20.773
-181.331, -19.212, 11.285, 20.806
-181.330, -19.589, 11.321, 20.839
-181.328, -19.967, 11.358, 20.872
-181.327, -20.347, 11.396, 20.905
-181.325, -20.728, 11.433, 20.938
-181.323, -21.110, 11.470, 20.971
-181.322, -21.493, 11.508, 21.004
-181.320, -21.878, 11.546, 21.037
-181.319, -22.263, 11.584, 21.070
-181.317, -22.651, 11.622, 21.103
-181.315, -23.039, 11.660, 21.136
-181.314, -23.429, 11.699, 21.169
-181.312, -23.820, 11.737, 21.202
-181.310, -24.212, 11.776, 21.235
-181.308, -24.605, 11.815, 21.268
-181.307, -25.000, 11.854, 21.301
-181.305, -25.396, 11.894, 21.334
-181.303, -25.794, 11.933, 21.367
-181.301, -26.192, 11.973, 21.400
-181.300, -26.593, 12.012, 21.433
-181.298, -26.994, 12.052, 21.466
-181.296, -27.397, 12.092, 21.499
-181.294, -27.801, 12.133, 21.532
-181.292, -28.206, 12.173, 21.565
-181.290, -28.613, 12.213, 21.598
-181.288, -29.021, 12.254, 21.631
-181.287, -29.431, 12.294, 21.664
-181.285, -29.842, 12.335, 21.697
-181.283, -30.254, 12.376, 21.730
-181.281, -30.667, 12.417, 21.763
-181.279, -31.082, 12.458, 21.796
-181.277, -31.499, 12.499, 21.829
-181.275, -31.916, 12.541, 21.862
-181.273, -32.335, 12.582, 21.895
-181.271, -32.756, 12.624, 21.928
-181.269, -33.178, 12.666, 21.961
-181.267, -33.601, 12.707, 21.994
-181.265, -34.026, 12.749, 22.027
-181.263, -34.452, 12.791, 22.060
-181.261, -34.879, 12.834, 22.093
-181.259, -35.308, 12.876, 22.126
-181.257, -35.738, 12.919, 22.159
-181.255, -36.170, 12.961, 22.192
-181.252, -36.603, 13.004, 22.225
-181.250, -37.038, 13.047, 22.258
-181.248, -37.474, 13.090, 22.291
-181.246, -37.911, 13.133, 22.324
-181.244, -38.350, 13.176, 22.357
-181.242, -38.790, 13.220, 22.390
-181.239, -39.232, 13.263, 22.423
-181.237, -39.675, 13.307, 22.456
-181.235, -40.120, 13.351, 22.489
-181.233, -40.566, 13.395, 22.522
-181.230, -41.014, 13.439, 22.555
-181.228, -41.463, 13.484, 22.588
-181.226, -41.913, 13.528, 22.621
-181.223, -42.365, 13.573, 22.654
-181.221, -42.819, 13.617, 22.687
-181.219, -43.274, 13.662, 22.720
-181.216, -43.731, 13.707, 22.753
-181.214, -44.189, 13.753, 22.786
-181.211, -44.648, 13.798, 22.819
-181.209, -45.109, 13.843, 22.852
-181.206, -45.572, 13.889, 22.885
-181.204, -46.036, 13.935, 22.918
-181.201, -46.502, 13.981, 22.951
-181.199, -46.969, 14.027, 22.984
-181.196, -47.438, 14.073, 23.017
-181.194, -47.908, 14.119, 23.050
